battery_id,cycle_index,global_cycle_index,ambient_temperature,capacity_ah,soh_percent,duration_s,voltage_start,voltage_end,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_abs_mean,current_std,temp_start,temp_end,temp_mean,temp_max,temp_min,temp_rise,temp_range,voltage_slope,charge_ah_integral,energy_wh,avg_power_w,time_to_4p1v_s,time_to_4p0v_s,time_to_3p9v_s,time_to_3p8v_s,time_to_3p7v_s,time_to_3p6v_s,time_to_3p5v_s,voltage_at_25pct_time,temp_at_25pct_time,voltage_at_50pct_time,temp_at_50pct_time,voltage_at_75pct_time,temp_at_75pct_time,early_voltage_mean,early_temp_mean,early_voltage_slope
B0005,0,1,24.0,1.8564874208181574,92.82437104090788,3690.234,4.191491807505295,3.277169976825196,3.5298286688693397,0.2359570706808563,2.612467347907089,4.191491807505295,-1.8187019641679727,1.818711710270297,0.593546181674474,24.330033885570543,34.230852841540965,32.572328114029,38.98218133148803,24.325993424022467,9.900818955970422,14.656187907465561,-0.000247767981835325,1.8622028761760747,6.6087781949284645,6.447179637319063,24.73527335440908,33.50040290266391,121.49643806402126,403.39013216133077,821.9654888842776,1344.8459368114757,2046.576528999152,3.6789751814543354,30.50650682582192,3.5235446142366644,32.97275196475021,3.4108646732894106,35.56405145232843,3.807598519553959,27.97135917576777,-0.0005603506117069407
B0005,1,3,24.0,1.846327249719927,92.31636248599635,3672.344,4.189773213846608,3.3002448871222545,3.5373201277859714,0.23476492928592219,2.587208728940726,4.189773213846608,-1.8175598506612867,1.8176438989718113,0.5951796218062511,24.697751935729325,34.3921365871887,32.72523522519307,39.033397966787035,24.685948163596,9.694384651459377,14.347449803191036,-0.0002422235843712771,1.852077780517496,6.586345150397566,6.456596261524312,24.73734350018956,33.811621459041305,134.05770835377245,426.16974694273046,843.0429579929367,1370.3349358538987,2097.2368492548935,3.684321635051972,30.646949735554067,3.529403288513435,33.078567304391875,3.420084075566202,35.68730364450351,3.8128911830786243,28.225047220681287,-0.000553528274093799
B0005,2,5,24.0,1.8353491942234077,91.76745971117039,3651.641,4.188186735991303,3.3274510098686276,3.5437367282719,0.22752543549673088,2.6519168938437794,4.188186735991303,-1.8164865418840956,1.8165423469233573,0.5964980204475099,24.734266163954402,34.23277871576327,32.64286193755933,38.818796689817404,24.734266163954402,9.498512551808865,14.084530525863002,-0.0002357120336097321,1.8410487396827961,6.555683334957384,6.462973771476052,24.779809538019094,33.93458207736293,138.07376141259618,434.01443121235036,850.8971290400497,1377.182952199107,2108.4760129034817,3.68676457089944,30.57941745341845,3.531949228164544,32.99038466632592,3.423715911412996,35.59294168722749,3.8146963292004057,28.214698319448413,-0.0005502602698054368
B0005,3,7,24.0,1.8352625275821128,91.76312637910564,3631.563,4.188461118855572,3.314181858907029,3.5436661072601456,0.23274431724182537,2.592947964776547,4.188461118855572,-1.8255891938692528,1.8256179748849433,0.5834624841611844,24.65423646922845,34.413449952605504,32.51487646204882,38.7623045063458,24.652243741292516,9.759213483377053,14.110060765053284,-0.00024074462151655985,1.8409120078311922,6.5548286069376,6.497858631386915,24.847368927127224,34.05667420968484,143.03161293162105,442.2574970108045,859.075526689765,1382.246949056434,2116.9494737924542,3.689327075348935,30.440861969017117,3.534139463798447,32.840638021515254,3.4268053100596148,35.39493863791091,3.819119330903933,28.05863282957752,-0.0005557993829621364
B0005,4,9,24.0,1.8346455082120419,91.7322754106021,3629.172,4.188298524761055,3.30549673128648,3.5423432526672167,0.2366885716567803,2.547419651124539,4.188298524761055,-1.8261139590277586,1.8261478651693803,0.5834685498827803,24.524796959348127,34.34588498997869,32.38234901543077,38.66539257343368,24.518700434435164,9.821088030630566,14.146692138998514,-0.00024325157183913428,1.8403599290669193,6.552231972609875,6.49956384029072,24.786043494813093,34.01768318023008,144.55391967143194,445.3959539378953,861.231616290748,1384.5897693056108,2121.4682135298012,3.6900573169247286,30.289479349849387,3.5346594086381327,32.686441906278155,3.4274467832174444,35.25470038597112,3.8198615722291347,27.919749193641067,-0.0005547298506820162
B0005,5,11,24.0,1.8356616600675495,91.78308300337747,3652.281,4.188815807948604,3.302329112973759,3.5413347346347575,0.23931625998293235,2.5209480504077413,4.188815807948604,-1.8168108743168803,1.8168998532879652,0.5967015706365189,24.522297376927863,34.20092692100587,32.43418218230641,38.75169504640032,24.51442664842638,9.67862954407801,14.237268397973942,-0.0002427213828768501,1.8413272042220796,6.557494548054203,6.463626531746908,24.8825271248258,34.165675326243196,148.4334803503261,453.00532991908864,869.2111524432926,1392.0244766227142,2133.9826621403586,3.690485611576125,30.31961768441355,3.5342781791108346,32.76491090380026,3.425701783306062,35.408159790518276,3.819193951368491,27.976077620181464,-0.0005470135441522089
B0005,6,13,24.0,1.8351461429226603,91.75730714613302,3650.828,4.18839163793879,3.2937406695499014,3.5410250495075215,0.2425153341196382,2.487927319492314,4.18839163793879,-1.816791144707133,1.8168378953364732,0.5964919190059063,24.58487828579781,34.298284762513184,32.480416444757985,38.8207012322275,24.575581239008407,9.713406476715374,14.245119993219092,-0.00024505426396118595,1.840831297831913,6.557049661436373,6.465760310036776,24.856047889265845,34.132025835825814,152.44418372562677,458.90930021015583,875.1539530216676,1397.8809033505836,2142.0680268395467,3.6920560192035934,30.35720211408475,3.5353620763077904,32.787184679680664,3.427332432374194,35.45211838752593,3.820706156110713,28.027454847091185,-0.0005449566806470205
B0005,7,15,24.0,1.8257567905665537,91.28783952832768,3572.453,4.188927891511958,3.3162307407741536,3.554133296801584,0.22731251096165395,2.6652049047458775,4.188927891511958,-1.8443412120754061,1.8444082717328028,0.5573831672048897,24.713628799279793,34.76224183630716,32.41046186109587,38.51713023385634,24.71132429046902,10.04861303702737,13.805805943387323,-0.00024428513145947743,1.8314394902034128,6.535167110927523,6.585559445943469,24.95649230372817,34.27957376073772,157.6369556884372,466.9450596166696,881.6426272655347,1403.0445589729818,2149.591729277887,3.697528235988814,30.32767418904418,3.541278972739862,32.69796757361977,3.437897839268863,35.21306808031326,3.82504201602784,28.055383379389937,-0.0005505224064308615
B0005,8,17,24.0,1.8247738529891333,91.23869264945667,3550.594,4.189029250882121,3.297410935416153,3.5529355991467955,0.2324538495076242,2.6038584726333673,4.189029250882121,-1.853972745505648,1.854064004450843,0.5424840616663397,24.635211633324694,35.05182952791622,32.3461408313,38.526267904657,24.628487294051176,10.416617894591525,13.897780610605821,-0.0002511180707977222,1.83047598595165,6.5291073135895505,6.619958893898424,24.921519557994795,34.28422515342358,157.35590270854382,467.605253083098,881.778113366688,1402.2488941489448,2147.522530304682,3.698687938247324,30.258307684395184,3.5423019090731573,32.61040031684171,3.439941167269216,35.1098242039009,3.82780345888179,27.941651864709826,-0.0005575291162498589
B0005,9,19,24.0,1.824613268496936,91.2306634248468,3551.25,4.189223427076418,3.2884044830952868,3.5512057319376997,0.23672870147542147,2.552853984885676,4.189223427076418,-1.8535899338510957,1.853658588102974,0.5423346882876612,24.572057664095553,35.02973666184703,32.27679750791685,38.52698128472781,24.561560340089137,10.45767899775148,13.965420944638673,-0.0002536624974251689,1.8302731671688202,6.526577749922872,6.616171742266058,24.97533176503063,34.33732479544194,159.19748219326848,469.63724811508024,882.4942389824752,1401.4556060490993,2145.1560196459045,3.698853194406329,30.158619722810272,3.5424330925982606,32.53601160442555,3.439432292069238,35.04657019004641,3.8283714837205984,27.86763907512514,-0.0005578522613964545
